,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,38.90298,34.46207809448242,0.018347380682826042,0.036524269729852676,0.055889345705509186,0.07642515748739243,0.09738140553236008,0.12129432708024979,0.15056727826595306,0.18694956600666046,0.24060434103012085,21.4250431060791,28.453798294067383,0.4,-4.0,40000,0.01,Airline,20000,2000,4,282.621026018
