,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,38.90298,5.086472988128662,0.13425399363040924,0.27570828795433044,0.4222206175327301,0.562724769115448,0.6866655945777893,0.7879151105880737,0.862831175327301,0.9114511609077454,0.9363511204719543,18.437162399291992,4.9761738777160645,0.9,-0.0,40000,0.01,Airline,20000,2000,1,395.24750147500004
