,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,180.4213104248047,38.90298,4.9235124588012695,0.1221417784690857,0.24840021133422852,0.3765610158443451,0.49797528982162476,0.6078985929489136,0.7031878232955933,0.7828168869018555,0.8470178246498108,0.8996318578720093,18.605382919311523,10.217885401749578,-3.039770549882229,40000,0.01,Airline,20000,100,0,1695.0747138069999,1.0
