,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.316824,3.650763511657715,0.12705789506435394,0.2568855881690979,0.39099377393722534,0.5238429307937622,0.6384274363517761,0.7227581143379211,0.7902418375015259,0.8480337262153625,0.904782235622406,4.954370498657227,0.33581864833831787,-0.32030269503593445,40000,0.01,Year,20000,last_layer,full,1,159.31707318600002
