,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,38.90298,5.0973358154296875,0.1276799589395523,0.2616910934448242,0.4033399224281311,0.5399803519248962,0.6637976765632629,0.7678602337837219,0.8485104441642761,0.9037858247756958,0.9330399632453918,18.316640853881836,0.35788342356681824,-0.09192845970392227,40000,0.01,Airline,20000,last_layer,kron,3,97.071894489
