,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,38.90298,5.086479663848877,0.13425201177597046,0.27570611238479614,0.422217458486557,0.5627192854881287,0.6866616606712341,0.7879127860069275,0.8628286719322205,0.911450207233429,0.936350405216217,18.4371337890625,4.976176738739014,0.8,-0.0,40000,0.01,Airline,20000,2000,1,266.947562385
