,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,9.968822,4.515803337097168,0.12906719744205475,0.25502100586891174,0.37541648745536804,0.48751306533813477,0.5901269912719727,0.6804273724555969,0.758899986743927,0.8249393105506897,0.885072648525238,3.50614595413208,4.074345111846924,0.5,-3.0,40000,0.01,Taxi,20000,2000,2,1105.719326741
