,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,9.316824,20.9939022064209,0.01921132020652294,0.03967361897230148,0.06129596382379532,0.08342960476875305,0.10823977738618851,0.1355808675289154,0.16664782166481018,0.20602136850357056,0.26545974612236023,5.890100479125977,20.385570526123047,0.1,-4.0,40000,0.01,Year,20000,2000,1,200.983074623
