,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,432.5611877441406,9.316824,3.49365496635437,0.11166179925203323,0.22783340513706207,0.3405706286430359,0.4457343518733978,0.5402178764343262,0.6253249645233154,0.7051041722297668,0.7816930413246155,0.8552121520042419,5.025931358337402,0.7667622935301946,-5.4587941294362805,40000,0.01,Year,20000,200,1,5674.135545599001,1.0
