,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.316824,3.650446891784668,0.1272033303976059,0.25705671310424805,0.39130762219429016,0.5242424011230469,0.6387510299682617,0.7230074405670166,0.7905279994010925,0.8482470512390137,0.9049893617630005,4.954732418060303,0.16593396663665771,-0.3203907608985901,40000,0.01,Year,20000,all,kron,2,680.807693104
