,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,val_NLL,prior_std,iterations,weight_decay,dataset,MAP_iterations,M,seed,timer,OOD-AUC,OOD-AUC MC,LOSS-C0,NLL-C0,ACC-C0,ECE-C0,BRIER-C0,NLL MC-C0,ACC MC-C0,ECE MC-C0,BRIER MC-C0,LOSS-C1,NLL-C1,ACC-C1,ECE-C1,BRIER-C1,NLL MC-C1,ACC MC-C1,ECE MC-C1,BRIER MC-C1,LOSS-C2,NLL-C2,ACC-C2,ECE-C2,BRIER-C2,NLL MC-C2,ACC MC-C2,ECE MC-C2,BRIER MC-C2,LOSS-C3,NLL-C3,ACC-C3,ECE-C3,BRIER-C3,NLL MC-C3,ACC MC-C3,ECE MC-C3,BRIER MC-C3,LOSS-C4,NLL-C4,ACC-C4,ECE-C4,BRIER-C4,NLL MC-C4,ACC MC-C4,ECE MC-C4,BRIER MC-C4
0,0.0,1.1362448930740356,0.6436999440193176,0.11328069865703583,0.4948950707912445,1.136425256729126,0.6436999440193176,0.1135154440999031,0.4947509169578552,1.0863348245620728,0.05,40000,0.001,CIFAR10,50000,2000,0,311.515124844,0.7914105696834665,0.7914877592962508,0.0,1.147841215133667,0.6388001441955566,0.10224949568510056,0.5021105408668518,1.147877812385559,0.6392000913619995,0.10208044946193695,0.5019311308860779,0.0,1.3535845279693604,0.5663999319076538,0.11345478892326355,0.5859180092811584,1.3534624576568604,0.5668998956680298,0.11315558105707169,0.5857357382774353,0.0,1.5199542045593262,0.5210999250411987,0.13185137510299683,0.6439708471298218,1.519856572151184,0.5214999318122864,0.13165311515331268,0.6438004374504089,0.0,1.6647688150405884,0.4858999252319336,0.14778368175029755,0.689385712146759,1.664638638496399,0.48639997839927673,0.14731365442276,0.6892231106758118,0.0,1.9699229001998901,0.4057999551296234,0.189558207988739,0.7812102437019348,1.969884991645813,0.405799925327301,0.1897081583738327,0.7810677289962769
