,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,38.90298,5.097334384918213,0.1276799589395523,0.2616986036300659,0.4033399224281311,0.5399803519248962,0.6638019680976868,0.7678602337837219,0.8485121726989746,0.9037954211235046,0.933040976524353,18.316648483276367,0.3958607017993927,-0.09192270040512085,40000,0.01,Airline,20000,last_layer,full,1,510.571235519
