,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,weight_decay,dataset,MAP_iterations,seed,time,OOD-AUC,OOD-AUC MC,LOSS-C0,NLL-C0,ACC-C0,ECE-C0,BRIER-C0,NLL MC-C0,ACC MC-C0,ECE MC-C0,BRIER MC-C0,LOSS-C1,NLL-C1,ACC-C1,ECE-C1,BRIER-C1,NLL MC-C1,ACC MC-C1,ECE MC-C1,BRIER MC-C1,LOSS-C2,NLL-C2,ACC-C2,ECE-C2,BRIER-C2,NLL MC-C2,ACC MC-C2,ECE MC-C2,BRIER MC-C2,LOSS-C3,NLL-C3,ACC-C3,ECE-C3,BRIER-C3,NLL MC-C3,ACC MC-C3,ECE MC-C3,BRIER MC-C3,LOSS-C4,NLL-C4,ACC-C4,ECE-C4,BRIER-C4,NLL MC-C4,ACC MC-C4,ECE MC-C4,BRIER MC-C4
0,0.0,1.141709804534912,0.6449999809265137,0.11253394186496735,0.49732816219329834,1.1417096853256226,0.6449999809265137,0.1125338226556778,0.4973283112049103,0.001,CIFAR10,50000,0,0,0.7920911090196681,0.792096022203442,0.0,1.1318117380142212,0.6417999267578125,0.09987597167491913,0.4974254369735718,1.131811499595642,0.6417999267578125,0.09987589716911316,0.4974254071712494,0.0,1.3428280353546143,0.5652999877929688,0.11621079593896866,0.5832123756408691,1.3428282737731934,0.5652999877929688,0.11621072888374329,0.5832124948501587,0.0,1.5056535005569458,0.5257000923156738,0.12888085842132568,0.6384845972061157,1.5056535005569458,0.5257000923156738,0.12888070940971375,0.63848477602005,0.0,1.6649270057678223,0.48120003938674927,0.15051542222499847,0.6914281249046326,1.6649274826049805,0.48120003938674927,0.1505153328180313,0.6914283037185669,0.0,1.9720450639724731,0.4036000370979309,0.1943458467721939,0.7804716229438782,1.9720455408096313,0.4036000370979309,0.1943458467721939,0.780471682548523
