,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.968822,3.718336820602417,0.25240615010261536,0.4733688533306122,0.64350825548172,0.7621892690658569,0.8382756114006042,0.8890746831893921,0.9229654669761658,0.9483564496040344,0.9677844643592834,3.976459503173828,0.15375040471553802,-1.6173781156539917,40000,0.01,Taxi,20000,last_layer,diag,4,336.404386519
