,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,log_variance,weight_decay,dataset,MAP_iterations,seed,time
0,0.0,9.968822,3.7634902000427246,0.2101377695798874,0.4024251103401184,0.5650636553764343,0.6906470060348511,0.7821857333183289,0.8458914160728455,0.8924546837806702,0.925994873046875,0.953840434551239,3.7529823780059814,3.595078706741333,-2,0.01,Taxi,20000,0,232.417721663
