,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,276.509765625,9.316824,3.5271072387695312,0.11891410499811172,0.24078860878944397,0.35720449686050415,0.4638936221599579,0.5592355132102966,0.644089937210083,0.721896231174469,0.7949357628822327,0.8639526963233948,5.072990894317627,0.556181206430242,-3.6358383695029044,40000,0.01,Year,20000,100,4,1824.064438205,1.0
