,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.968822,3.718428134918213,0.25239497423171997,0.47333770990371704,0.643493115901947,0.7621632814407349,0.838259220123291,0.8890584111213684,0.9229592680931091,0.9483494162559509,0.9677828550338745,3.97637939453125,0.9063681960105896,-1.6174485683441162,40000,0.01,Taxi,20000,last_layer,full,1,465.863249901
