,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,9.968822,7.336335182189941,0.07840310782194138,0.15734003484249115,0.23614057898521423,0.31586360931396484,0.39565372467041016,0.47751614451408386,0.5613239407539368,0.6487133502960205,0.7457680702209473,3.566164255142212,6.198209285736084,0.6,-4.0,40000,0.01,Taxi,20000,2000,1,548.8351571060001
