,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.316824,3.6499879360198975,0.12808287143707275,0.2585073709487915,0.3934590220451355,0.5269519686698914,0.640971302986145,0.7249646186828613,0.792191743850708,0.8497781157493591,0.9059987664222717,4.957106590270996,0.07849576324224472,-0.3135950565338135,40000,0.01,Year,20000,all,diag,4,514.804447023
