,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,prior_std,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha,OOD-AUC,OOD-AUC MC,LOSS-C10,NLL-C10,ACC-C10,ECE-C10,BRIER-C10,NLL MC-C10,ACC MC-C10,ECE MC-C10,BRIER MC-C10,LOSS-C20,NLL-C20,ACC-C20,ECE-C20,BRIER-C20,NLL MC-C20,ACC MC-C20,ECE MC-C20,BRIER MC-C20,LOSS-C30,NLL-C30,ACC-C30,ECE-C30,BRIER-C30,NLL MC-C30,ACC MC-C30,ECE MC-C30,BRIER MC-C30,LOSS-C40,NLL-C40,ACC-C40,ECE-C40,BRIER-C40,NLL MC-C40,ACC MC-C40,ECE MC-C40,BRIER MC-C40,LOSS-C50,NLL-C50,ACC-C50,ECE-C50,BRIER-C50,NLL MC-C50,ACC MC-C50,ECE MC-C50,BRIER MC-C50,LOSS-C60,NLL-C60,ACC-C60,ECE-C60,BRIER-C60,NLL MC-C60,ACC MC-C60,ECE MC-C60,BRIER MC-C60,LOSS-C70,NLL-C70,ACC-C70,ECE-C70,BRIER-C70,NLL MC-C70,ACC MC-C70,ECE MC-C70,BRIER MC-C70,LOSS-C80,NLL-C80,ACC-C80,ECE-C80,BRIER-C80,NLL MC-C80,ACC MC-C80,ECE MC-C80,BRIER MC-C80,LOSS-C90,NLL-C90,ACC-C90,ECE-C90,BRIER-C90,NLL MC-C90,ACC MC-C90,ECE MC-C90,BRIER MC-C90,LOSS-C100,NLL-C100,ACC-C100,ECE-C100,BRIER-C100,NLL MC-C100,ACC MC-C100,ECE MC-C100,BRIER MC-C100,LOSS-C110,NLL-C110,ACC-C110,ECE-C110,BRIER-C110,NLL MC-C110,ACC MC-C110,ECE MC-C110,BRIER MC-C110,LOSS-C120,NLL-C120,ACC-C120,ECE-C120,BRIER-C120,NLL MC-C120,ACC MC-C120,ECE MC-C120,BRIER MC-C120,LOSS-C130,NLL-C130,ACC-C130,ECE-C130,BRIER-C130,NLL MC-C130,ACC MC-C130,ECE MC-C130,BRIER MC-C130,LOSS-C140,NLL-C140,ACC-C140,ECE-C140,BRIER-C140,NLL MC-C140,ACC MC-C140,ECE MC-C140,BRIER MC-C140,LOSS-C150,NLL-C150,ACC-C150,ECE-C150,BRIER-C150,NLL MC-C150,ACC MC-C150,ECE MC-C150,BRIER MC-C150,LOSS-C160,NLL-C160,ACC-C160,ECE-C160,BRIER-C160,NLL MC-C160,ACC MC-C160,ECE MC-C160,BRIER MC-C160,LOSS-C170,NLL-C170,ACC-C170,ECE-C170,BRIER-C170,NLL MC-C170,ACC MC-C170,ECE MC-C170,BRIER MC-C170,LOSS-C180,NLL-C180,ACC-C180,ECE-C180,BRIER-C180,NLL MC-C180,ACC MC-C180,ECE MC-C180,BRIER MC-C180
0,134.4547882080078,0.35199570655822754,0.8755000829696655,0.012479010038077831,0.18098688125610352,0.38093310594558716,0.8646000623703003,0.0296506155282259,0.19571398198604584,0.09558837931063162,40000,0.001,FMNIST,20000,200,1,4036.751930996,1.0,0.9297824000000001,0.92259932,190.69618225097656,0.9144095182418823,0.6819999814033508,0.0566205158829689,0.43752866983413696,0.9391362071037292,0.6672000288963318,0.045339979231357574,0.4498853385448456,265.9343566894531,1.6667919158935547,0.46599993109703064,0.14402087032794952,0.6915009617805481,1.6526867151260376,0.4662999212741852,0.12522608041763306,0.6830001473426819,325.836181640625,2.2658095359802246,0.31460002064704895,0.2806071639060974,0.899238646030426,2.1975419521331787,0.33580008149147034,0.23282945156097412,0.8601652383804321,375.75677490234375,2.7650156021118164,0.26009997725486755,0.3295578360557556,0.9998012781143188,2.709972381591797,0.27170002460479736,0.27787941694259644,0.9561544060707092,401.05010986328125,3.0179481506347656,0.2298000305891037,0.3301210105419159,1.0309478044509888,3.0138959884643555,0.22540001571178436,0.29288968443870544,1.0043634176254272,413.5750427246094,3.1431989669799805,0.16690003871917725,0.37840747833251953,1.0871644020080566,3.2083547115325928,0.16230003535747528,0.3863658010959625,1.0969021320343018,480.6399230957031,3.8138465881347656,0.08790000528097153,0.5427035689353943,1.3059537410736084,3.951125383377075,0.09219999611377716,0.5539830327033997,1.3260853290557861,588.3040771484375,4.890489101409912,0.03699998930096626,0.6924210786819458,1.5351639986038208,5.066644668579102,0.039199989289045334,0.6912076473236084,1.5387030839920044,677.3385620117188,5.780832290649414,0.023699983954429626,0.7515741586685181,1.6292901039123535,6.027534008026123,0.024199984967708588,0.7445147633552551,1.621856927871704,662.13232421875,5.6287713050842285,0.02059999108314514,0.7064229249954224,1.5705007314682007,5.981727600097656,0.02139998786151409,0.699026346206665,1.5645579099655151,631.1597290039062,5.319045066833496,0.02819998189806938,0.6398530006408691,1.4636896848678589,5.786001682281494,0.029599983245134354,0.6312893033027649,1.4578295946121216,616.0325317382812,5.16777229309082,0.06119999662041664,0.5648099184036255,1.3796733617782593,5.652224063873291,0.05820000544190407,0.561738133430481,1.379812240600586,600.5933227539062,5.0133819580078125,0.08269999921321869,0.5225124359130859,1.3065234422683716,5.502969264984131,0.07609999179840088,0.5206234455108643,1.3078854084014893,587.3485107421875,4.880932807922363,0.1316000372171402,0.4473053514957428,1.2291607856750488,5.359516620635986,0.12280001491308212,0.4463283121585846,1.2329034805297852,527.3666381835938,4.28111457824707,0.17820002138614655,0.3380846679210663,1.1321539878845215,4.6859049797058105,0.17009995877742767,0.3422190845012665,1.136971354484558,504.9346618652344,4.056795597076416,0.176799938082695,0.31837552785873413,1.072779655456543,4.413210868835449,0.17539997398853302,0.3061958849430084,1.0629289150238037,510.7151184082031,4.114598751068115,0.2021999955177307,0.36808228492736816,1.1084827184677124,4.419047832489014,0.20360000431537628,0.3535690903663635,1.0923023223876953,498.09869384765625,3.9884350299835205,0.1957000494003296,0.4253138303756714,1.1442303657531738,4.222016334533691,0.20270006358623505,0.40278497338294983,1.1225905418395996
