,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,log_variance,weight_decay,dataset,MAP_iterations,seed,time
0,0.0,9.316824,3.674485206604004,0.1488281637430191,0.3030022084712982,0.45527833700180054,0.5981411337852478,0.7005618214607239,0.7761185765266418,0.8347465395927429,0.8859171867370605,0.9347453117370605,5.055902004241943,3.663331985473633,0,0.01,Year,20000,0,49.314279458
