,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,val_NLL,prior_std,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,OOD-AUC,OOD-AUC MC,LOSS-C10,NLL-C10,ACC-C10,ECE-C10,BRIER-C10,NLL MC-C10,ACC MC-C10,ECE MC-C10,BRIER MC-C10,LOSS-C20,NLL-C20,ACC-C20,ECE-C20,BRIER-C20,NLL MC-C20,ACC MC-C20,ECE MC-C20,BRIER MC-C20,LOSS-C30,NLL-C30,ACC-C30,ECE-C30,BRIER-C30,NLL MC-C30,ACC MC-C30,ECE MC-C30,BRIER MC-C30,LOSS-C40,NLL-C40,ACC-C40,ECE-C40,BRIER-C40,NLL MC-C40,ACC MC-C40,ECE MC-C40,BRIER MC-C40,LOSS-C50,NLL-C50,ACC-C50,ECE-C50,BRIER-C50,NLL MC-C50,ACC MC-C50,ECE MC-C50,BRIER MC-C50,LOSS-C60,NLL-C60,ACC-C60,ECE-C60,BRIER-C60,NLL MC-C60,ACC MC-C60,ECE MC-C60,BRIER MC-C60,LOSS-C70,NLL-C70,ACC-C70,ECE-C70,BRIER-C70,NLL MC-C70,ACC MC-C70,ECE MC-C70,BRIER MC-C70,LOSS-C80,NLL-C80,ACC-C80,ECE-C80,BRIER-C80,NLL MC-C80,ACC MC-C80,ECE MC-C80,BRIER MC-C80,LOSS-C90,NLL-C90,ACC-C90,ECE-C90,BRIER-C90,NLL MC-C90,ACC MC-C90,ECE MC-C90,BRIER MC-C90,LOSS-C100,NLL-C100,ACC-C100,ECE-C100,BRIER-C100,NLL MC-C100,ACC MC-C100,ECE MC-C100,BRIER MC-C100,LOSS-C110,NLL-C110,ACC-C110,ECE-C110,BRIER-C110,NLL MC-C110,ACC MC-C110,ECE MC-C110,BRIER MC-C110,LOSS-C120,NLL-C120,ACC-C120,ECE-C120,BRIER-C120,NLL MC-C120,ACC MC-C120,ECE MC-C120,BRIER MC-C120,LOSS-C130,NLL-C130,ACC-C130,ECE-C130,BRIER-C130,NLL MC-C130,ACC MC-C130,ECE MC-C130,BRIER MC-C130,LOSS-C140,NLL-C140,ACC-C140,ECE-C140,BRIER-C140,NLL MC-C140,ACC MC-C140,ECE MC-C140,BRIER MC-C140,LOSS-C150,NLL-C150,ACC-C150,ECE-C150,BRIER-C150,NLL MC-C150,ACC MC-C150,ECE MC-C150,BRIER MC-C150,LOSS-C160,NLL-C160,ACC-C160,ECE-C160,BRIER-C160,NLL MC-C160,ACC MC-C160,ECE MC-C160,BRIER MC-C160,LOSS-C170,NLL-C170,ACC-C170,ECE-C170,BRIER-C170,NLL MC-C170,ACC MC-C170,ECE MC-C170,BRIER MC-C170,LOSS-C180,NLL-C180,ACC-C180,ECE-C180,BRIER-C180,NLL MC-C180,ACC MC-C180,ECE MC-C180,BRIER MC-C180
0,0.0,0.37322062253952026,0.8657999634742737,0.007506209891289473,0.19309714436531067,0.373201847076416,0.8659999966621399,0.008586682379245758,0.1930907815694809,0.34262481331825256,0.6,40000,0.001,FMNIST,20000,2000,1,1587.8151459290002,0.8734687299999999,0.87370429,0.0,1.0120638608932495,0.666999876499176,0.10759364068508148,0.4685406982898712,1.0113613605499268,0.6671998500823975,0.10793957114219666,0.46830153465270996,0.0,1.8351706266403198,0.4652000367641449,0.20002636313438416,0.7155024409294128,1.8358043432235718,0.46490004658699036,0.20100484788417816,0.7155698537826538,0.0,2.5226354598999023,0.33130013942718506,0.3238377571105957,0.9228805303573608,2.524317979812622,0.33200007677078247,0.32378333806991577,0.9228086471557617,0.0,3.122875452041626,0.26980000734329224,0.373503714799881,1.0274957418441772,3.125777244567871,0.27020004391670227,0.373492956161499,1.0274490118026733,0.0,3.5003623962402344,0.22779998183250427,0.38395920395851135,1.0732090473175049,3.5046346187591553,0.22759996354579926,0.3842892050743103,1.0735212564468384,0.0,3.7941908836364746,0.16400004923343658,0.477902889251709,1.1900757551193237,3.803743839263916,0.1642000377178192,0.4791461229324341,1.1923353672027588,0.0,4.855498313903809,0.09000001847743988,0.6389852166175842,1.436444640159607,4.880967617034912,0.08990001678466797,0.6406238079071045,1.4392789602279663,0.0,6.251406669616699,0.037899989634752274,0.7516610622406006,1.6270569562911987,6.2915472984313965,0.03799998760223389,0.7522385716438293,1.6285444498062134,0.0,7.247731685638428,0.024199984967708588,0.7971991896629333,1.6979426145553589,7.290933132171631,0.024099985137581825,0.7977136373519897,1.6988345384597778,0.0,7.121335506439209,0.020799988880753517,0.7636620402336121,1.6546746492385864,7.156334400177002,0.020799988880753517,0.7642259001731873,1.6557244062423706,0.0,6.857236862182617,0.02939997985959053,0.7163059711456299,1.5743707418441772,6.880932331085205,0.02939997985959053,0.7171236276626587,1.575730800628662,0.0,6.698697090148926,0.05900000035762787,0.6524661183357239,1.4942166805267334,6.7154011726379395,0.05880000442266464,0.6535059213638306,1.4955909252166748,0.0,6.483928203582764,0.07729999721050262,0.6109230518341064,1.4192942380905151,6.497008800506592,0.07699999213218689,0.6118584275245667,1.4203969240188599,0.0,6.211523532867432,0.1249999925494194,0.5286358594894409,1.315887451171875,6.2220683097839355,0.12519998848438263,0.5289134979248047,1.316548466682434,0.0,5.396894931793213,0.17569999396800995,0.42060741782188416,1.203690767288208,5.404903888702393,0.17579999566078186,0.4211301803588867,1.2039909362792969,0.0,4.911455154418945,0.17459997534751892,0.3901313543319702,1.128501534461975,4.916932106018066,0.17469996213912964,0.39041030406951904,1.1286852359771729,0.0,4.935751438140869,0.20390000939369202,0.43286237120628357,1.1595851182937622,4.941270351409912,0.20429998636245728,0.4328176975250244,1.1598299741744995,0.0,4.771786212921143,0.20340007543563843,0.47993308305740356,1.1979299783706665,4.777376174926758,0.2032000720500946,0.4804578721523285,1.1983935832977295
