,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,prior_std,iterations,weight_decay,dataset,MAP_iterations,M,seed,alpha,timer,OOD-AUC,OOD-AUC MC,LOSS-C0,NLL-C0,ACC-C0,ECE-C0,BRIER-C0,NLL MC-C0,ACC MC-C0,ECE MC-C0,BRIER MC-C0,LOSS-C1,NLL-C1,ACC-C1,ECE-C1,BRIER-C1,NLL MC-C1,ACC MC-C1,ECE MC-C1,BRIER MC-C1,LOSS-C2,NLL-C2,ACC-C2,ECE-C2,BRIER-C2,NLL MC-C2,ACC MC-C2,ECE MC-C2,BRIER MC-C2,LOSS-C3,NLL-C3,ACC-C3,ECE-C3,BRIER-C3,NLL MC-C3,ACC MC-C3,ECE MC-C3,BRIER MC-C3,LOSS-C4,NLL-C4,ACC-C4,ECE-C4,BRIER-C4,NLL MC-C4,ACC MC-C4,ECE MC-C4,BRIER MC-C4
0,162.99838256835938,0.9405683279037476,0.6791000962257385,0.02546815387904644,0.43534401059150696,0.9486318826675415,0.6775000691413879,0.017716053873300552,0.4351639151573181,0.020083016,40000,0.001,CIFAR10,50000,200,1,1.0,576.492219265,0.7895358981253842,0.7930119007375538,165.38197326660156,0.9644044637680054,0.6693998575210571,0.02182808518409729,0.44666820764541626,0.9694560766220093,0.6701000332832336,0.013136478140950203,0.4457586109638214,186.93289184570312,1.1799136400222778,0.5911999940872192,0.04107294976711273,0.5361055731773376,1.1783312559127808,0.5961999297142029,0.02765955589711666,0.5325405597686768,201.66053771972656,1.3271901607513428,0.5476999282836914,0.057003363966941833,0.5923974514007568,1.3236110210418701,0.5522000789642334,0.0443960502743721,0.5874929428100586,216.3825225830078,1.4744094610214233,0.5041999816894531,0.07805110514163971,0.6454114317893982,1.4708095788955688,0.507099986076355,0.06728170067071915,0.6398415565490723,244.542724609375,1.7560136318206787,0.4226999282836914,0.12813042104244232,0.7360829710960388,1.7573573589324951,0.42549994587898254,0.11801546812057495,0.7307936549186707
