,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,weight_decay,dataset,MAP_iterations,seed,time,OOD-AUC,OOD-AUC MC,LOSS-C0,NLL-C0,ACC-C0,ECE-C0,BRIER-C0,NLL MC-C0,ACC MC-C0,ECE MC-C0,BRIER MC-C0,LOSS-C1,NLL-C1,ACC-C1,ECE-C1,BRIER-C1,NLL MC-C1,ACC MC-C1,ECE MC-C1,BRIER MC-C1,LOSS-C2,NLL-C2,ACC-C2,ECE-C2,BRIER-C2,NLL MC-C2,ACC MC-C2,ECE MC-C2,BRIER MC-C2,LOSS-C3,NLL-C3,ACC-C3,ECE-C3,BRIER-C3,NLL MC-C3,ACC MC-C3,ECE MC-C3,BRIER MC-C3,LOSS-C4,NLL-C4,ACC-C4,ECE-C4,BRIER-C4,NLL MC-C4,ACC MC-C4,ECE MC-C4,BRIER MC-C4
0,0.0,0.28152215480804443,0.9260000586509705,0.038959015160799026,0.11869797110557556,0.2815222442150116,0.9260000586509705,0.03895903378725052,0.11869801580905914,0.001,CIFAR10,50000,0,0,0.8807528733866012,0.8807569203288259,0.0,0.29137760400772095,0.9219997525215149,0.041663188487291336,0.12232471257448196,0.29137763381004333,0.9219997525215149,0.041663214564323425,0.12232471257448196,0.0,0.6956695318222046,0.8373000025749207,0.09943865984678268,0.2598203420639038,0.6956697702407837,0.8373000025749207,0.09943865239620209,0.2598203420639038,0.0,1.3565478324890137,0.7149001359939575,0.1877264529466629,0.4643990695476532,1.3565479516983032,0.7149001359939575,0.18772640824317932,0.464399129152298,0.0,2.2631492614746094,0.5617998242378235,0.3024672269821167,0.7157889604568481,2.2631492614746094,0.5617998242378235,0.3024671673774719,0.7157888412475586,0.0,4.204639911651611,0.32100003957748413,0.512468695640564,1.1351020336151123,4.204639434814453,0.32100003957748413,0.512468695640564,1.1351022720336914
