,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,prior_std,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time,OOD-AUC,OOD-AUC MC,LOSS-C0,NLL-C0,ACC-C0,ECE-C0,BRIER-C0,NLL MC-C0,ACC MC-C0,ECE MC-C0,BRIER MC-C0,LOSS-C1,NLL-C1,ACC-C1,ECE-C1,BRIER-C1,NLL MC-C1,ACC MC-C1,ECE MC-C1,BRIER MC-C1,LOSS-C2,NLL-C2,ACC-C2,ECE-C2,BRIER-C2,NLL MC-C2,ACC MC-C2,ECE MC-C2,BRIER MC-C2,LOSS-C3,NLL-C3,ACC-C3,ECE-C3,BRIER-C3,NLL MC-C3,ACC MC-C3,ECE MC-C3,BRIER MC-C3,LOSS-C4,NLL-C4,ACC-C4,ECE-C4,BRIER-C4,NLL MC-C4,ACC MC-C4,ECE MC-C4,BRIER MC-C4
0,0.0,0.9627259969711304,0.6782999634742737,0.05383123457431793,0.44032013416290283,0.9897207617759705,0.6774998307228088,0.05527264252305031,0.4435044527053833,0.21450486779212952,40000,0.001,CIFAR10,50000,last_layer,full,3,2521.598026174,0.810990561616472,0.8149850299631223,0.0,0.9817203283309937,0.6698001027107239,0.047299932688474655,0.45040619373321533,1.0047738552093506,0.6712000966072083,0.048107363283634186,0.45301732420921326,0.0,1.1939088106155396,0.5935999751091003,0.06115138158202171,0.5380030870437622,1.2162842750549316,0.596500039100647,0.06008078530430794,0.5396769642829895,0.0,1.343719720840454,0.550000011920929,0.07596270740032196,0.594504177570343,1.3694897890090942,0.552099883556366,0.07549107819795609,0.5959489345550537,0.0,1.4951300621032715,0.5060999393463135,0.09563452750444412,0.648313045501709,1.5247315168380737,0.5083999037742615,0.0949515700340271,0.6496211886405945,0.0,1.7873520851135254,0.4246000051498413,0.1423986703157425,0.7412914037704468,1.8239777088165283,0.4284999966621399,0.14007647335529327,0.7419967651367188
