,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,prior_std,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time,OOD-AUC,OOD-AUC MC,LOSS-C0,NLL-C0,ACC-C0,ECE-C0,BRIER-C0,NLL MC-C0,ACC MC-C0,ECE MC-C0,BRIER MC-C0,LOSS-C1,NLL-C1,ACC-C1,ECE-C1,BRIER-C1,NLL MC-C1,ACC MC-C1,ECE MC-C1,BRIER MC-C1,LOSS-C2,NLL-C2,ACC-C2,ECE-C2,BRIER-C2,NLL MC-C2,ACC MC-C2,ECE MC-C2,BRIER MC-C2,LOSS-C3,NLL-C3,ACC-C3,ECE-C3,BRIER-C3,NLL MC-C3,ACC MC-C3,ECE MC-C3,BRIER MC-C3,LOSS-C4,NLL-C4,ACC-C4,ECE-C4,BRIER-C4,NLL MC-C4,ACC MC-C4,ECE MC-C4,BRIER MC-C4
0,0.0,0.9640668034553528,0.6784999966621399,0.05444243922829628,0.4405977725982666,0.9918412566184998,0.6775998473167419,0.05637515336275101,0.44378238916397095,0.21126888692378998,40000,0.001,CIFAR10,50000,last_layer,kron,0,99.57447327099999,0.8113831342194223,0.8154609519053473,0.0,0.982883632183075,0.6697001457214355,0.04819271340966225,0.4506593942642212,1.0065478086471558,0.6712000966072083,0.04916350916028023,0.4532385468482971,0.0,1.1950939893722534,0.5935999751091003,0.06190643459558487,0.5382447838783264,1.2177703380584717,0.596500039100647,0.06113869324326515,0.5398635864257812,0.0,1.3451478481292725,0.5500000715255737,0.07658587396144867,0.594774067401886,1.371154546737671,0.5516999363899231,0.07705901563167572,0.5961779952049255,0.0,1.496863842010498,0.5060999393463135,0.09620919823646545,0.6486273407936096,1.5266633033752441,0.5085999369621277,0.09578230232000351,0.6499045491218567,0.0,1.7897871732711792,0.4248000383377075,0.14284676313400269,0.7416895627975464,1.8265219926834106,0.42820003628730774,0.14120599627494812,0.7423812747001648
