,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,108.12481689453125,9.968822,3.2749266624450684,0.20577916502952576,0.3760879337787628,0.5122696757316589,0.6223735809326172,0.710911750793457,0.7817019820213318,0.8380505442619324,0.8838295936584473,0.9233657121658325,3.9806690216064453,3.926224201982393,-4.86761263658106,40000,0.01,Taxi,20000,200,2,8088.147780161999,1.0
