,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,9.316824,4.977500915527344,0.053751859813928604,0.1104721948504448,0.16829358041286469,0.22987383604049683,0.29683250188827515,0.36941713094711304,0.45134520530700684,0.5491815805435181,0.6594353318214417,5.181107521057129,4.895164966583252,0.5,-2.0,40000,0.01,Year,20000,2000,1,157.980539809
