,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,prior_std,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time,OOD-AUC,OOD-AUC MC,LOSS-C10,NLL-C10,ACC-C10,ECE-C10,BRIER-C10,NLL MC-C10,ACC MC-C10,ECE MC-C10,BRIER MC-C10,LOSS-C20,NLL-C20,ACC-C20,ECE-C20,BRIER-C20,NLL MC-C20,ACC MC-C20,ECE MC-C20,BRIER MC-C20,LOSS-C30,NLL-C30,ACC-C30,ECE-C30,BRIER-C30,NLL MC-C30,ACC MC-C30,ECE MC-C30,BRIER MC-C30,LOSS-C40,NLL-C40,ACC-C40,ECE-C40,BRIER-C40,NLL MC-C40,ACC MC-C40,ECE MC-C40,BRIER MC-C40,LOSS-C50,NLL-C50,ACC-C50,ECE-C50,BRIER-C50,NLL MC-C50,ACC MC-C50,ECE MC-C50,BRIER MC-C50,LOSS-C60,NLL-C60,ACC-C60,ECE-C60,BRIER-C60,NLL MC-C60,ACC MC-C60,ECE MC-C60,BRIER MC-C60,LOSS-C70,NLL-C70,ACC-C70,ECE-C70,BRIER-C70,NLL MC-C70,ACC MC-C70,ECE MC-C70,BRIER MC-C70,LOSS-C80,NLL-C80,ACC-C80,ECE-C80,BRIER-C80,NLL MC-C80,ACC MC-C80,ECE MC-C80,BRIER MC-C80,LOSS-C90,NLL-C90,ACC-C90,ECE-C90,BRIER-C90,NLL MC-C90,ACC MC-C90,ECE MC-C90,BRIER MC-C90,LOSS-C100,NLL-C100,ACC-C100,ECE-C100,BRIER-C100,NLL MC-C100,ACC MC-C100,ECE MC-C100,BRIER MC-C100,LOSS-C110,NLL-C110,ACC-C110,ECE-C110,BRIER-C110,NLL MC-C110,ACC MC-C110,ECE MC-C110,BRIER MC-C110,LOSS-C120,NLL-C120,ACC-C120,ECE-C120,BRIER-C120,NLL MC-C120,ACC MC-C120,ECE MC-C120,BRIER MC-C120,LOSS-C130,NLL-C130,ACC-C130,ECE-C130,BRIER-C130,NLL MC-C130,ACC MC-C130,ECE MC-C130,BRIER MC-C130,LOSS-C140,NLL-C140,ACC-C140,ECE-C140,BRIER-C140,NLL MC-C140,ACC MC-C140,ECE MC-C140,BRIER MC-C140,LOSS-C150,NLL-C150,ACC-C150,ECE-C150,BRIER-C150,NLL MC-C150,ACC MC-C150,ECE MC-C150,BRIER MC-C150,LOSS-C160,NLL-C160,ACC-C160,ECE-C160,BRIER-C160,NLL MC-C160,ACC MC-C160,ECE MC-C160,BRIER MC-C160,LOSS-C170,NLL-C170,ACC-C170,ECE-C170,BRIER-C170,NLL MC-C170,ACC MC-C170,ECE MC-C170,BRIER MC-C170,LOSS-C180,NLL-C180,ACC-C180,ECE-C180,BRIER-C180,NLL MC-C180,ACC MC-C180,ECE MC-C180,BRIER MC-C180
0,0.0,0.14302857220172882,0.9735997915267944,0.07163535803556442,0.0532989501953125,0.15926438570022583,0.9757996201515198,0.0925939604640007,0.05748732015490532,0.10909943282604218,40000,0.001,MNIST,20000,all,diag,4,859.814367134,0.92213038,0.93624657,0.0,0.2194366306066513,0.9517995715141296,0.08951874822378159,0.09049734473228455,0.23386172950267792,0.957699716091156,0.11677286028862,0.09422019869089127,0.0,0.41917702555656433,0.8689002990722656,0.08083648979663849,0.19869858026504517,0.4134947657585144,0.8877999782562256,0.12070874869823456,0.19142694771289825,0.0,0.8254900574684143,0.7064000964164734,0.01477387361228466,0.40252193808555603,0.7876210808753967,0.726099967956543,0.060751982033252716,0.3810432255268097,0.0,1.390106439590454,0.5125998854637146,0.09977568686008453,0.6399414539337158,1.330888032913208,0.5325000882148743,0.053143542259931564,0.6099761128425598,0.0,2.0360424518585205,0.3416000306606293,0.21343062818050385,0.8496686816215515,2.0148112773895264,0.35320010781288147,0.17910048365592957,0.8222829699516296,0.0,2.5436863899230957,0.2519000172615051,0.27721989154815674,0.9663662314414978,2.610532522201538,0.253199964761734,0.25567901134490967,0.9477335810661316,0.0,2.9482808113098145,0.19440004229545593,0.3316577076911926,1.0373212099075317,3.103754997253418,0.19510002434253693,0.31324127316474915,1.0221015214920044,0.0,3.3627727031707764,0.1672000139951706,0.3608592748641968,1.086629033088684,3.657388687133789,0.1641000360250473,0.3462998569011688,1.0742563009262085,0.0,3.637705087661743,0.1495000272989273,0.3881383240222931,1.1289517879486084,4.015844821929932,0.14360001683235168,0.37455299496650696,1.1176402568817139,0.0,3.7538959980010986,0.13180004060268402,0.39351677894592285,1.1419475078582764,4.1727142333984375,0.12059998512268066,0.38652992248535156,1.1339162588119507,0.0,3.8361475467681885,0.11730001121759415,0.4067048728466034,1.157247543334961,4.275441646575928,0.10570001602172852,0.4031818211078644,1.1543999910354614,0.0,3.739192485809326,0.1339999884366989,0.392661452293396,1.1352695226669312,4.172544479370117,0.1208999827504158,0.38917845487594604,1.1369287967681885,0.0,3.6376724243164062,0.1606999933719635,0.3794430196285248,1.1202151775360107,4.072981834411621,0.14970001578330994,0.3722256124019623,1.1205503940582275,0.0,3.6041553020477295,0.1959000527858734,0.3645462095737457,1.1027499437332153,4.1007232666015625,0.18460002541542053,0.35243773460388184,1.0973641872406006,0.0,3.6108319759368896,0.23270000517368317,0.3450927436351776,1.0743436813354492,4.211591720581055,0.2270999699831009,0.319937527179718,1.0617839097976685,0.0,3.6285533905029297,0.2583000361919403,0.3330860435962677,1.0548256635665894,4.3078813552856445,0.257099986076355,0.3006852865219116,1.0351464748382568,0.0,3.627821922302246,0.28060001134872437,0.32571133971214294,1.0425058603286743,4.356989860534668,0.28299999237060547,0.28747662901878357,1.0202484130859375,0.0,3.5426158905029297,0.28189992904663086,0.3302880823612213,1.0403456687927246,4.198422431945801,0.2889000475406647,0.28721266984939575,1.0108197927474976
