,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,val_NLL,prior_std,iterations,weight_decay,dataset,MAP_iterations,M,seed,timer,OOD-AUC,OOD-AUC MC,LOSS-C0,NLL-C0,ACC-C0,ECE-C0,BRIER-C0,NLL MC-C0,ACC MC-C0,ECE MC-C0,BRIER MC-C0,LOSS-C1,NLL-C1,ACC-C1,ECE-C1,BRIER-C1,NLL MC-C1,ACC MC-C1,ECE MC-C1,BRIER MC-C1,LOSS-C2,NLL-C2,ACC-C2,ECE-C2,BRIER-C2,NLL MC-C2,ACC MC-C2,ECE MC-C2,BRIER MC-C2,LOSS-C3,NLL-C3,ACC-C3,ECE-C3,BRIER-C3,NLL MC-C3,ACC MC-C3,ECE MC-C3,BRIER MC-C3,LOSS-C4,NLL-C4,ACC-C4,ECE-C4,BRIER-C4,NLL MC-C4,ACC MC-C4,ECE MC-C4,BRIER MC-C4
0,0.0,1.1486499309539795,0.6426000595092773,0.11461053043603897,0.501886248588562,1.14876127243042,0.6430999636650085,0.11421745270490646,0.5018171668052673,1.082456350326538,0.1,40000,0.001,CIFAR10,50000,2000,1,1062.161611187,0.788155084127228,0.7881857636754763,0.0,1.1468403339385986,0.6414998769760132,0.10125624388456345,0.4996981918811798,1.146902322769165,0.6412999033927917,0.10156755149364471,0.4996317923069,0.0,1.3615484237670898,0.5595998167991638,0.12151750177145004,0.590428352355957,1.361512303352356,0.5594998598098755,0.12170563638210297,0.590347170829773,0.0,1.5048032999038696,0.5240999460220337,0.1305168718099594,0.6388756036758423,1.5047730207443237,0.5240999460220337,0.13059677183628082,0.6387978196144104,0.0,1.6616376638412476,0.47819986939430237,0.15365490317344666,0.6918367743492126,1.6615928411483765,0.4784999191761017,0.15342538058757782,0.6917546391487122,0.0,1.9668303728103638,0.40170007944107056,0.19493573904037476,0.781880259513855,1.9668458700180054,0.40170007944107056,0.1950007826089859,0.7818248271942139
