,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,104.2912368774414,9.968822,3.2784650325775146,0.2052583247423172,0.37582632899284363,0.5131214261054993,0.6243519186973572,0.71360844373703,0.7846767902374268,0.8406661152839661,0.8858832716941833,0.9247550368309021,3.984732151031494,3.8532662271102414,-4.847570599735996,40000,0.01,Taxi,20000,200,0,7803.389335525,1.0
