,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,103.56038665771484,9.968822,3.2866897583007812,0.21070685982704163,0.38346198201179504,0.5208867192268372,0.6311967372894287,0.7190392017364502,0.7885798215866089,0.8435475826263428,0.8879708051681519,0.9262162446975708,4.018256187438965,3.6296935860518946,-4.895535701711329,40000,0.01,Taxi,20000,200,4,8100.04138978,1.0
