,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,196.8685302734375,38.90298,4.9194440841674805,0.12138686329126358,0.2469627410173416,0.3747107684612274,0.49556872248649597,0.6050519347190857,0.7000263929367065,0.7791182994842529,0.8431868553161621,0.896528959274292,18.602201461791992,13.764685546233205,-2.265857322414586,40000,0.01,Airline,20000,200,3,5571.655499171,1.0
