,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,log_variance,weight_decay,dataset,MAP_iterations,seed,time
0,0.0,38.90298,5.086785793304443,0.13419990241527557,0.2756298780441284,0.4221099019050598,0.5624491572380066,0.6864898204803467,0.7878093719482422,0.8627391457557678,0.9114285111427307,0.9363288283348083,18.4361515045166,4.976329803466797,0,0.01,Airline,20000,0,76.08895056
