,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.968822,3.7049882411956787,0.25246697664260864,0.4734332263469696,0.6435762643814087,0.762238085269928,0.8383182287216187,0.8891019821166992,0.9229853749275208,0.9483679533004761,0.9677934646606445,3.9772605895996094,0.3540084660053253,-1.6174243688583374,40000,0.01,Taxi,20000,all,kron,0,568.390619359
