,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.316824,3.650764226913452,0.12705789506435394,0.2568855881690979,0.390993595123291,0.5238239169120789,0.6383894681930542,0.7227581143379211,0.7902194261550903,0.8480335474014282,0.9047630429267883,4.954356670379639,0.32150745391845703,-0.3203907608985901,40000,0.01,Year,20000,last_layer,kron,0,138.051729651
