,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,weight_decay,dataset,MAP_iterations,seed,time,OOD-AUC,OOD-AUC MC,LOSS-C10,NLL-C10,ACC-C10,ECE-C10,BRIER-C10,NLL MC-C10,ACC MC-C10,ECE MC-C10,BRIER MC-C10,LOSS-C20,NLL-C20,ACC-C20,ECE-C20,BRIER-C20,NLL MC-C20,ACC MC-C20,ECE MC-C20,BRIER MC-C20,LOSS-C30,NLL-C30,ACC-C30,ECE-C30,BRIER-C30,NLL MC-C30,ACC MC-C30,ECE MC-C30,BRIER MC-C30,LOSS-C40,NLL-C40,ACC-C40,ECE-C40,BRIER-C40,NLL MC-C40,ACC MC-C40,ECE MC-C40,BRIER MC-C40,LOSS-C50,NLL-C50,ACC-C50,ECE-C50,BRIER-C50,NLL MC-C50,ACC MC-C50,ECE MC-C50,BRIER MC-C50,LOSS-C60,NLL-C60,ACC-C60,ECE-C60,BRIER-C60,NLL MC-C60,ACC MC-C60,ECE MC-C60,BRIER MC-C60,LOSS-C70,NLL-C70,ACC-C70,ECE-C70,BRIER-C70,NLL MC-C70,ACC MC-C70,ECE MC-C70,BRIER MC-C70,LOSS-C80,NLL-C80,ACC-C80,ECE-C80,BRIER-C80,NLL MC-C80,ACC MC-C80,ECE MC-C80,BRIER MC-C80,LOSS-C90,NLL-C90,ACC-C90,ECE-C90,BRIER-C90,NLL MC-C90,ACC MC-C90,ECE MC-C90,BRIER MC-C90,LOSS-C100,NLL-C100,ACC-C100,ECE-C100,BRIER-C100,NLL MC-C100,ACC MC-C100,ECE MC-C100,BRIER MC-C100,LOSS-C110,NLL-C110,ACC-C110,ECE-C110,BRIER-C110,NLL MC-C110,ACC MC-C110,ECE MC-C110,BRIER MC-C110,LOSS-C120,NLL-C120,ACC-C120,ECE-C120,BRIER-C120,NLL MC-C120,ACC MC-C120,ECE MC-C120,BRIER MC-C120,LOSS-C130,NLL-C130,ACC-C130,ECE-C130,BRIER-C130,NLL MC-C130,ACC MC-C130,ECE MC-C130,BRIER MC-C130,LOSS-C140,NLL-C140,ACC-C140,ECE-C140,BRIER-C140,NLL MC-C140,ACC MC-C140,ECE MC-C140,BRIER MC-C140,LOSS-C150,NLL-C150,ACC-C150,ECE-C150,BRIER-C150,NLL MC-C150,ACC MC-C150,ECE MC-C150,BRIER MC-C150,LOSS-C160,NLL-C160,ACC-C160,ECE-C160,BRIER-C160,NLL MC-C160,ACC MC-C160,ECE MC-C160,BRIER MC-C160,LOSS-C170,NLL-C170,ACC-C170,ECE-C170,BRIER-C170,NLL MC-C170,ACC MC-C170,ECE MC-C170,BRIER MC-C170,LOSS-C180,NLL-C180,ACC-C180,ECE-C180,BRIER-C180,NLL MC-C180,ACC MC-C180,ECE MC-C180,BRIER MC-C180
0,0.0,0.373304158449173,0.8658999800682068,0.008545256219804287,0.19311566650867462,0.373304158449173,0.8658999800682068,0.008545259945094585,0.19311568140983582,0.001,FMNIST,20000,0,0,0.87365959,0.87365962,0.0,1.0124917030334473,0.6672998666763306,0.10817679762840271,0.4685424566268921,1.0124918222427368,0.6672998666763306,0.10817679762840271,0.4685424268245697,0.0,1.8369592428207397,0.46480002999305725,0.2015477567911148,0.7158264517784119,1.8369592428207397,0.46480002999305725,0.2015477567911148,0.7158263921737671,0.0,2.5259969234466553,0.3321000933647156,0.32416343688964844,0.9231683611869812,2.5259971618652344,0.3321000933647156,0.32416343688964844,0.9231683611869812,0.0,3.1274919509887695,0.27000004053115845,0.37428510189056396,1.0278782844543457,3.1274921894073486,0.27000004053115845,0.37428510189056396,1.0278782844543457,0.0,3.506537675857544,0.22769998013973236,0.3848363757133484,1.0739505290985107,3.506537675857544,0.22769998013973236,0.3848363757133484,1.0739505290985107,0.0,3.80737042427063,0.1642000377178192,0.479761004447937,1.192872166633606,3.807370185852051,0.1642000377178192,0.479761004447937,1.192872166633606,0.0,4.887575626373291,0.08990001678466797,0.6411425471305847,1.439842939376831,4.887575626373291,0.08990001678466797,0.6411425471305847,1.439842939376831,0.0,6.301300048828125,0.03799998760223389,0.7526022791862488,1.6290124654769897,6.301300048828125,0.03799998760223389,0.7526022791862488,1.6290124654769897,0.0,7.300750732421875,0.024099985137581825,0.7980721592903137,1.6993218660354614,7.300750732421875,0.024099985137581825,0.7980721592903137,1.6993218660354614,0.0,7.164050579071045,0.020799988880753517,0.7646372318267822,1.6562845706939697,7.164050102233887,0.020799988880753517,0.7646372318267822,1.6562845706939697,0.0,6.886913299560547,0.02939997985959053,0.7176862955093384,1.576491355895996,6.886913299560547,0.02939997985959053,0.7176862955093384,1.5764912366867065,0.0,6.720781326293945,0.05880000442266464,0.6540888547897339,1.4963078498840332,6.7207818031311035,0.05880000442266464,0.6540888547897339,1.4963079690933228,0.0,6.502728462219238,0.0770999938249588,0.6123691201210022,1.4212594032287598,6.50272798538208,0.0770999938249588,0.6123691201210022,1.4212592840194702,0.0,6.226380825042725,0.12519998848438263,0.5295794010162354,1.3172935247421265,6.226380348205566,0.12519998848438263,0.5295794010162354,1.3172935247421265,0.0,5.407875061035156,0.17589999735355377,0.4216623902320862,1.2046194076538086,5.407875061035156,0.17589999735355377,0.42166244983673096,1.2046195268630981,0.0,4.91904354095459,0.17469996213912964,0.3911744952201843,1.129311442375183,4.91904354095459,0.17469996213912964,0.39117446541786194,1.1293115615844727,0.0,4.943894863128662,0.20419999957084656,0.43369945883750916,1.1604483127593994,4.943894863128662,0.20419999957084656,0.43369945883750916,1.1604483127593994,0.0,4.7807207107543945,0.2032000720500946,0.4812023341655731,1.1990244388580322,4.7807207107543945,0.2032000720500946,0.4812023341655731,1.1990244388580322
