,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,84.3474349975586,9.968822,3.283228874206543,0.2055862993001938,0.37599003314971924,0.5126631855964661,0.6231324672698975,0.711844801902771,0.782691240310669,0.8390180468559265,0.8846806883811951,0.9242153167724609,3.971644639968872,2.8636799028464957,-5.525784473407087,40000,0.01,Taxi,20000,100,3,2393.5765147099996,1.0
