,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,429.1705322265625,9.316824,3.4933578968048096,0.11207513511180878,0.22869238257408142,0.34175893664360046,0.44717857241630554,0.5418382287025452,0.6269986033439636,0.706903338432312,0.7833587527275085,0.8564611077308655,5.025625705718994,0.7668747224555773,-5.452041250552954,40000,0.01,Year,20000,200,2,3777.736352455,1.0
