,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time,alpha
0,196.93350219726562,38.90298,4.918534755706787,0.12185066938400269,0.24768662452697754,0.3754768669605255,0.4962818920612335,0.605586588382721,0.7002948522567749,0.7791038155555725,0.842942476272583,0.8961410522460938,18.625450134277344,14.14518478520876,-2.238936585469809,40000,0.01,Airline,20000,200,1,5537.299370961,1.0
