,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian,seed,time
0,0.0,9.968822,3.714031219482422,0.25276872515678406,0.4739586114883423,0.6441844701766968,0.7627263069152832,0.8386886715888977,0.8893794417381287,0.9231386184692383,0.9485169649124146,0.9678966403007507,3.978642702102661,0.06821304559707642,-1.615968108177185,40000,0.01,Taxi,20000,all,diag,2,409.269832294
