,LOSS,NLL,ACC,ECE,BRIER,NLL MC,ACC MC,ECE MC,BRIER MC,prior_std,iterations,weight_decay,dataset,MAP_iterations,M,seed,alpha,timer,OOD-AUC,OOD-AUC MC,LOSS-C0,NLL-C0,ACC-C0,ECE-C0,BRIER-C0,NLL MC-C0,ACC MC-C0,ECE MC-C0,BRIER MC-C0,LOSS-C1,NLL-C1,ACC-C1,ECE-C1,BRIER-C1,NLL MC-C1,ACC MC-C1,ECE MC-C1,BRIER MC-C1,LOSS-C2,NLL-C2,ACC-C2,ECE-C2,BRIER-C2,NLL MC-C2,ACC MC-C2,ECE MC-C2,BRIER MC-C2,LOSS-C3,NLL-C3,ACC-C3,ECE-C3,BRIER-C3,NLL MC-C3,ACC MC-C3,ECE MC-C3,BRIER MC-C3,LOSS-C4,NLL-C4,ACC-C4,ECE-C4,BRIER-C4,NLL MC-C4,ACC MC-C4,ECE MC-C4,BRIER MC-C4
0,134.91421508789062,0.9421801567077637,0.6790000796318054,0.02560965158045292,0.4360167980194092,0.9492402672767639,0.6774001121520996,0.018517520278692245,0.4352688193321228,0.019214084,40000,0.001,CIFAR10,50000,100,4,1.0,537.726603186,0.7901961969883221,0.793987496158574,137.31480407714844,0.966185986995697,0.668799877166748,0.0221589133143425,0.4474436044692993,0.9698716402053833,0.6706000566482544,0.012547723017632961,0.4458330273628235,158.9385986328125,1.1824238300323486,0.5900999903678894,0.041811753064394,0.5371479392051697,1.1784404516220093,0.5961999893188477,0.028652943670749664,0.5325380563735962,173.69183349609375,1.3299565315246582,0.5466999411582947,0.05771534889936447,0.59348464012146,1.3236562013626099,0.552600085735321,0.04461539909243584,0.5874832272529602,188.4298095703125,1.4773361682891846,0.5028999447822571,0.07914882153272629,0.646533727645874,1.4707238674163818,0.5073000192642212,0.06769919395446777,0.6398265957832336,216.58668518066406,1.7589046955108643,0.4219999611377716,0.12854336202144623,0.737197995185852,1.7568490505218506,0.42559996247291565,0.11839485168457031,0.7307476997375488
