,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,38.90298,14.763568878173828,0.029961461201310158,0.060573529452085495,0.09169027954339981,0.12447978556156158,0.16178105771541595,0.2023199051618576,0.25013360381126404,0.3125925362110138,0.4026491641998291,20.258071899414062,12.551563262939453,0.2,-3.0,40000,0.01,Airline,20000,2000,0,186.23203724
