,LOSS,RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CRPS,val_NLL,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,seed,time
0,0.0,38.90298,34.47833251953125,0.018344780430197716,0.03652317076921463,0.05587964877486229,0.07641246169805527,0.097366102039814,0.12127699702978134,0.15053856372833252,0.18692265450954437,0.24056105315685272,21.42536735534668,28.464792251586914,0.1,-4.0,40000,0.01,Airline,20000,2000,0,263.40070553699996
